TimeCreated,EventID,Description,Category,RecordId
2026-08-15 23:54:28,4702,Scheduled task updated,Scheduled Task,5699310
2026-08-16 00:04:10,4702,Scheduled task updated,Scheduled Task,5699848
2026-08-16 00:21:03,4702,Scheduled task updated,Scheduled Task,5700571
2026-08-16 00:39:55,4702,Scheduled task updated,Scheduled Task,5701555
2026-08-16 00:40:25,4702,Scheduled task updated,Scheduled Task,5701565
2026-08-16 01:21:07,4702,Scheduled task updated,Scheduled Task,5703526
2026-08-16 02:02:22,4702,Scheduled task updated,Scheduled Task,5705479
2026-08-16 02:21:11,4702,Scheduled task updated,Scheduled Task,5706236
2026-08-16 03:13:19,4648,Logon using explicit credentials,Authentication,5708612
2026-08-16 03:13:19,4648,Logon using explicit credentials,Authentication,5708601
2026-08-16 03:17:14,4702,Scheduled task updated,Scheduled Task,5708791
2026-08-16 03:17:14,4702,Scheduled task updated,Scheduled Task,5708790
2026-08-16 03:17:14,4702,Scheduled task updated,Scheduled Task,5708789
2026-08-16 03:21:16,4702,Scheduled task updated,Scheduled Task,5708974
2026-08-16 03:23:45,4702,Scheduled task updated,Scheduled Task,5709142
2026-08-16 03:23:45,4702,Scheduled task updated,Scheduled Task,5709141
2026-08-16 03:23:45,4702,Scheduled task updated,Scheduled Task,5709140
2026-08-16 03:24:17,4702,Scheduled task updated,Scheduled Task,5709193
2026-08-16 03:25:05,4702,Scheduled task updated,Scheduled Task,5709421
2026-08-16 03:33:39,4702,Scheduled task updated,Scheduled Task,5709795
2026-08-16 03:34:09,4702,Scheduled task updated,Scheduled Task,5709816
2026-08-16 03:34:46,4702,Scheduled task updated,Scheduled Task,5709843
2026-08-16 03:46:24,4702,Scheduled task updated,Scheduled Task,5710413
2026-08-16 03:53:11,4702,Scheduled task updated,Scheduled Task,5710732
2026-08-16 03:53:11,4702,Scheduled task updated,Scheduled Task,5710731
2026-08-16 03:53:41,4702,Scheduled task updated,Scheduled Task,5710752
2026-08-16 04:21:20,4702,Scheduled task updated,Scheduled Task,5712139
2026-08-16 05:06:25,4702,Scheduled task updated,Scheduled Task,5714381
2026-08-16 05:06:55,4702,Scheduled task updated,Scheduled Task,5714410
2026-08-16 05:21:24,4702,Scheduled task updated,Scheduled Task,5714955
2026-08-16 05:57:08,4702,Scheduled task updated,Scheduled Task,5716706
2026-08-16 05:57:38,4702,Scheduled task updated,Scheduled Task,5716717
2026-08-16 06:21:29,4702,Scheduled task updated,Scheduled Task,5717777
2026-08-16 07:21:33,4702,Scheduled task updated,Scheduled Task,5720142
2026-08-16 07:30:48,4702,Scheduled task updated,Scheduled Task,5720467
2026-08-16 07:31:17,4702,Scheduled task updated,Scheduled Task,5720488
2026-08-16 08:21:37,4702,Scheduled task updated,Scheduled Task,5722123
2026-08-16 08:39:32,4702,Scheduled task updated,Scheduled Task,5722694
2026-08-16 09:21:41,4702,Scheduled task updated,Scheduled Task,5724221
2026-08-16 09:31:59,4702,Scheduled task updated,Scheduled Task,5724620
2026-08-16 10:08:30,4702,Scheduled task updated,Scheduled Task,5726046
2026-08-16 10:08:59,4702,Scheduled task updated,Scheduled Task,5726059
2026-08-16 10:21:45,4702,Scheduled task updated,Scheduled Task,5726560
2026-08-16 11:13:19,4648,Logon using explicit credentials,Authentication,5729165
2026-08-16 11:13:19,4648,Logon using explicit credentials,Authentication,5729154
2026-08-16 11:21:50,4702,Scheduled task updated,Scheduled Task,5729512
2026-08-16 12:21:54,4702,Scheduled task updated,Scheduled Task,5731700
2026-08-16 12:53:48,4702,Scheduled task updated,Scheduled Task,5732787
2026-08-16 12:53:48,4702,Scheduled task updated,Scheduled Task,5732781
2026-08-16 12:53:49,4702,Scheduled task updated,Scheduled Task,5732796
2026-08-16 12:53:49,4702,Scheduled task updated,Scheduled Task,5732795
2026-08-16 12:53:50,4702,Scheduled task updated,Scheduled Task,5732814
2026-08-16 12:54:20,4702,Scheduled task updated,Scheduled Task,5732825
2026-08-16 12:55:06,4702,Scheduled task updated,Scheduled Task,5733056
2026-08-16 13:04:46,4702,Scheduled task updated,Scheduled Task,5733315
2026-08-16 13:21:58,4702,Scheduled task updated,Scheduled Task,5733894
2026-08-16 14:16:26,4702,Scheduled task updated,Scheduled Task,5735710
2026-08-16 14:16:55,4702,Scheduled task updated,Scheduled Task,5735722
2026-08-16 14:22:02,4702,Scheduled task updated,Scheduled Task,5735923
2026-08-16 14:22:38,4702,Scheduled task updated,Scheduled Task,5735953
2026-08-16 14:23:07,4702,Scheduled task updated,Scheduled Task,5735968
2026-08-16 14:48:28,4702,Scheduled task updated,Scheduled Task,5737027
2026-08-16 14:48:58,4702,Scheduled task updated,Scheduled Task,5737042
2026-08-16 15:03:28,4702,Scheduled task updated,Scheduled Task,5737579
2026-08-16 15:22:06,4702,Scheduled task updated,Scheduled Task,5738272
2026-08-16 16:03:23,4702,Scheduled task updated,Scheduled Task,5739721
2026-08-16 16:03:53,4702,Scheduled task updated,Scheduled Task,5739735
2026-08-16 16:17:54,4702,Scheduled task updated,Scheduled Task,5740256
2026-08-16 16:18:24,4702,Scheduled task updated,Scheduled Task,5740280
2026-08-16 16:22:10,4702,Scheduled task updated,Scheduled Task,5740432
2026-08-16 17:22:15,4702,Scheduled task updated,Scheduled Task,5742618
2026-08-16 18:22:19,4702,Scheduled task updated,Scheduled Task,5744883
2026-08-16 18:57:01,4702,Scheduled task updated,Scheduled Task,5746099
2026-08-16 19:13:19,4648,Logon using explicit credentials,Authentication,5746655
2026-08-16 19:13:19,4648,Logon using explicit credentials,Authentication,5746644
2026-08-16 19:22:23,4702,Scheduled task updated,Scheduled Task,5746985
2026-08-16 20:22:27,4702,Scheduled task updated,Scheduled Task,5749031
2026-08-16 20:49:59,4702,Scheduled task updated,Scheduled Task,5750005
2026-08-16 20:50:29,4702,Scheduled task updated,Scheduled Task,5750031
2026-08-16 21:22:31,4702,Scheduled task updated,Scheduled Task,5751168
2026-08-16 21:30:34,4702,Scheduled task updated,Scheduled Task,5751462
2026-08-16 21:31:04,4702,Scheduled task updated,Scheduled Task,5751476
2026-08-16 22:14:58,4702,Scheduled task updated,Scheduled Task,5753089
2026-08-16 22:15:28,4702,Scheduled task updated,Scheduled Task,5753117
2026-08-16 22:22:35,4702,Scheduled task updated,Scheduled Task,5753370
2026-08-16 23:13:19,4702,Scheduled task updated,Scheduled Task,5761004
2026-08-16 23:13:20,4702,Scheduled task updated,Scheduled Task,5761038
2026-08-16 23:13:20,4702,Scheduled task updated,Scheduled Task,5761034
2026-08-16 23:13:20,4702,Scheduled task updated,Scheduled Task,5761022
2026-08-16 23:13:20,4702,Scheduled task updated,Scheduled Task,5761021
2026-08-16 23:13:20,4702,Scheduled task updated,Scheduled Task,5761020
2026-08-16 23:13:22,4702,Scheduled task updated,Scheduled Task,5761047
2026-08-16 23:14:15,4702,Scheduled task updated,Scheduled Task,5761234
2026-08-16 23:22:39,4702,Scheduled task updated,Scheduled Task,5762842
2026-08-16 23:23:47,4702,Scheduled task updated,Scheduled Task,5763035
2026-08-16 23:37:16,4702,Scheduled task updated,Scheduled Task,5765637
2026-08-16 23:37:46,4702,Scheduled task updated,Scheduled Task,5765732
2026-08-16 23:38:22,4702,Scheduled task updated,Scheduled Task,5765863
2026-08-16 23:38:22,4702,Scheduled task updated,Scheduled Task,5765862
2026-08-17 00:22:44,4702,Scheduled task updated,Scheduled Task,5774675
2026-08-17 00:58:30,4702,Scheduled task updated,Scheduled Task,5781545
2026-08-17 00:58:59,4702,Scheduled task updated,Scheduled Task,5781623
2026-08-17 01:00:40,4702,Scheduled task updated,Scheduled Task,5781962
2026-08-17 01:00:40,4702,Scheduled task updated,Scheduled Task,5781956
2026-08-17 01:00:41,4702,Scheduled task updated,Scheduled Task,5781971
2026-08-17 01:01:11,4702,Scheduled task updated,Scheduled Task,5782076
2026-08-17 01:02:21,4702,Scheduled task updated,Scheduled Task,5782483
2026-08-17 01:12:02,4702,Scheduled task updated,Scheduled Task,5784238
2026-08-17 01:12:04,4702,Scheduled task updated,Scheduled Task,5784246
2026-08-17 01:12:32,4702,Scheduled task updated,Scheduled Task,5784324
2026-08-17 01:22:48,4702,Scheduled task updated,Scheduled Task,5786174
2026-08-17 01:51:27,4648,Logon using explicit credentials,Authentication,5791397
2026-08-17 01:59:39,4725,User account disabled,Account Management,5792909
2026-08-17 02:05:08,4726,User account deleted,Account Management,5793965
2026-08-17 02:19:48,4732,User added to a security group,Group Change,5796872
2026-08-17 02:19:48,4735,Security-enabled local group modified,Group Change,5796871
2026-08-17 02:20:56,4733,User removed from a security group,Group Change,5797143
2026-08-17 02:20:56,4735,Security-enabled local group modified,Group Change,5797142
2026-08-17 02:22:52,4702,Scheduled task updated,Scheduled Task,5797537
2026-08-17 02:43:17,4702,Scheduled task updated,Scheduled Task,5801347
2026-08-17 02:43:47,4702,Scheduled task updated,Scheduled Task,5801435
2026-08-17 02:45:27,4733,User removed from a security group,Group Change,5801777
2026-08-17 02:45:27,4735,Security-enabled local group modified,Group Change,5801776
2026-08-17 02:47:19,4724,Password reset by administrator,Account Management,5802122
2026-08-17 02:52:43,4725,User account disabled,Account Management,5803126
2026-08-17 02:52:48,4722,User account enabled,Account Management,5803146
2026-08-17 02:52:54,4725,User account disabled,Account Management,5803158
2026-08-17 02:55:07,4722,User account enabled,Account Management,5803587
2026-08-17 03:02:46,4702,Scheduled task updated,Scheduled Task,5805067
2026-08-17 03:10:13,4702,Scheduled task updated,Scheduled Task,5806470
2026-08-17 03:13:19,4648,Logon using explicit credentials,Authentication,5807040
2026-08-17 03:13:19,4648,Logon using explicit credentials,Authentication,5807029
2026-08-17 03:17:17,4702,Scheduled task updated,Scheduled Task,5807817
2026-08-17 03:17:17,4702,Scheduled task updated,Scheduled Task,5807816
2026-08-17 03:17:17,4702,Scheduled task updated,Scheduled Task,5807815
2026-08-17 03:22:56,4702,Scheduled task updated,Scheduled Task,5808844
2026-08-17 03:23:46,4702,Scheduled task updated,Scheduled Task,5809001
2026-08-17 03:23:46,4702,Scheduled task updated,Scheduled Task,5809000
2026-08-17 03:23:46,4702,Scheduled task updated,Scheduled Task,5808999
2026-08-17 03:24:28,4702,Scheduled task updated,Scheduled Task,5809342
2026-08-17 03:34:10,4702,Scheduled task updated,Scheduled Task,5811169
2026-08-17 04:23:01,4702,Scheduled task updated,Scheduled Task,5820392
2026-08-17 04:35:45,4702,Scheduled task updated,Scheduled Task,5822941
2026-08-17 04:36:14,4702,Scheduled task updated,Scheduled Task,5823039
2026-08-17 04:39:40,4702,Scheduled task updated,Scheduled Task,5823785
2026-08-17 04:39:40,4702,Scheduled task updated,Scheduled Task,5823784
2026-08-17 04:40:10,4702,Scheduled task updated,Scheduled Task,5823884
2026-08-17 05:00:15,4648,Logon using explicit credentials,Authentication,5827603
2026-08-17 05:23:06,4702,Scheduled task updated,Scheduled Task,5831855
2026-08-17 06:23:11,4702,Scheduled task updated,Scheduled Task,5842764
2026-08-17 07:18:02,4702,Scheduled task updated,Scheduled Task,5852711
2026-08-17 07:18:32,4702,Scheduled task updated,Scheduled Task,5852792
2026-08-17 07:23:15,4702,Scheduled task updated,Scheduled Task,5853664
2026-08-17 08:23:20,4702,Scheduled task updated,Scheduled Task,5864374
2026-08-17 08:44:03,4702,Scheduled task updated,Scheduled Task,5868026
2026-08-17 08:47:42,4702,Scheduled task updated,Scheduled Task,5868726
2026-08-17 08:48:12,4702,Scheduled task updated,Scheduled Task,5868800
2026-08-17 09:03:46,4722,User account enabled,Account Management,5871763
2026-08-17 09:03:46,4724,Password reset by administrator,Account Management,5871758
2026-08-17 09:03:46,4720,User account created,Account Management,5871754
2026-08-17 09:04:46,4724,Password reset by administrator,Account Management,5871937
2026-08-17 09:06:11,4724,Password reset by administrator,Account Management,5872207
